# SignalP-5.0	Organism: euk	Timestamp: 20260406151620
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8F948	OTHER	0.000233	0.999767	
Q8F954	OTHER	0.002304	0.997696	
Q8F956	SP(Sec/SPI)	0.990970	0.009030	CS pos: 20-21. TMS-QN. Pr: 0.8436
Q8F958	OTHER	0.430830	0.569170	
Q8F959	OTHER	0.000707	0.999293	
Q8F960	SP(Sec/SPI)	0.991980	0.008020	CS pos: 29-30. SYA-DE. Pr: 0.8802
Q8F968	OTHER	0.000507	0.999493	
Q8F969	OTHER	0.001026	0.998974	
Q8F970	OTHER	0.000536	0.999464	
Q8F971	OTHER	0.001535	0.998465	
Q8F973	OTHER	0.000718	0.999282	
Q8F974	SP(Sec/SPI)	0.995917	0.004083	CS pos: 23-24. SYA-QI. Pr: 0.9492
Q8F975	OTHER	0.000595	0.999405	
Q8F976	OTHER	0.428339	0.571661	
Q8F977	OTHER	0.010154	0.989846	
Q8F978	OTHER	0.000452	0.999548	
Q8F979	OTHER	0.000374	0.999626	
Q8F981	OTHER	0.000967	0.999033	
Q8F982	OTHER	0.017383	0.982617	
Q8F984	SP(Sec/SPI)	0.991419	0.008581	CS pos: 22-23. IFA-AG. Pr: 0.6849
Q8F985	OTHER	0.001075	0.998925	
Q8F986	OTHER	0.000274	0.999726	
Q8F988	OTHER	0.000760	0.999240	
Q8F989	SP(Sec/SPI)	0.941205	0.058795	CS pos: 21-22. VFA-DY. Pr: 0.8895
Q8F991	SP(Sec/SPI)	0.982112	0.017888	CS pos: 19-20. CSA-SQ. Pr: 0.7539
Q8F992	SP(Sec/SPI)	0.962611	0.037389	CS pos: 20-21. SCS-QN. Pr: 0.3526
Q8F993	OTHER	0.001032	0.998968	
Q8F994	OTHER	0.262227	0.737773	
Q8F995	OTHER	0.004104	0.995896	
Q8F997	OTHER	0.001260	0.998740	
Q8F998	OTHER	0.006009	0.993991	
Q8F9A1	OTHER	0.001664	0.998336	
Q8F9A2	OTHER	0.001473	0.998527	
Q8F9A4	OTHER	0.000719	0.999281	
Q8F9A6	SP(Sec/SPI)	0.739472	0.260528	CS pos: 24-25. NHC-MQ. Pr: 0.2594
Q8F9A7	OTHER	0.032422	0.967578	
Q8F9A9	OTHER	0.000715	0.999285	
Q8F9B1	OTHER	0.027792	0.972208	
Q8F9B2	SP(Sec/SPI)	0.997451	0.002549	CS pos: 16-17. CSA-EH. Pr: 0.9694
Q8F9B5	OTHER	0.001077	0.998923	
Q8F9B6	OTHER	0.004031	0.995969	
Q8F9B7	OTHER	0.001067	0.998933	
Q8F9B9	OTHER	0.089307	0.910693	
Q8F9C1	OTHER	0.000619	0.999381	
Q8F9C2	OTHER	0.001408	0.998592	
Q8F9C3	OTHER	0.000494	0.999506	
Q8F9C4	SP(Sec/SPI)	0.922114	0.077886	CS pos: 23-24. VSF-EP. Pr: 0.5965
Q8F9C6	OTHER	0.000760	0.999240	
Q8F9C7	OTHER	0.000624	0.999376	
Q8F9C9	OTHER	0.000383	0.999617	
Q8F9D0	OTHER	0.000287	0.999713	
Q8F9D1	OTHER	0.000736	0.999264	
Q8F9D2	OTHER	0.000781	0.999219	
Q8F9D3	OTHER	0.000636	0.999364	
Q8F9D4	OTHER	0.000232	0.999768	
Q8F9D6	OTHER	0.000639	0.999361	
Q8F9E0	OTHER	0.001854	0.998146	
Q8F9E1	OTHER	0.001097	0.998903	
Q8F9E2	SP(Sec/SPI)	0.542429	0.457571	CS pos: 29-30. SYC-VK. Pr: 0.2522
Q8F9E5	OTHER	0.160567	0.839433	
Q8F9E6	OTHER	0.000608	0.999392	
Q8F9E7	OTHER	0.000638	0.999362	
Q8F9E8	SP(Sec/SPI)	0.995742	0.004258	CS pos: 18-19. IGC-KP. Pr: 0.6177
Q8F9F4	SP(Sec/SPI)	0.696987	0.303013	CS pos: 22-23. IYS-YD. Pr: 0.5997
Q8F9F5	OTHER	0.022242	0.977758	
Q8F9F7	SP(Sec/SPI)	0.560691	0.439309	CS pos: 37-38. VRA-TG. Pr: 0.4875
Q8F9G0	OTHER	0.014783	0.985217	
Q8F9G1	OTHER	0.000222	0.999778	
Q8F9G2	OTHER	0.001305	0.998695	
Q8F9G3	OTHER	0.000637	0.999363	
Q8F9G4	OTHER	0.016749	0.983251	
Q8F9G7	OTHER	0.001340	0.998660	
Q8F9G8	OTHER	0.174890	0.825110	
Q8F9G9	OTHER	0.000242	0.999758	
Q8F9H0	OTHER	0.001008	0.998992	
Q8F9H1	OTHER	0.000883	0.999117	
Q8F9H3	SP(Sec/SPI)	0.932966	0.067034	CS pos: 23-24. CSS-AE. Pr: 0.3316
Q8F9H4	OTHER	0.019429	0.980571	
Q8F9H6	OTHER	0.000438	0.999562	
Q8F9H7	OTHER	0.000474	0.999526	
Q8F9H8	OTHER	0.000222	0.999778	
Q8F9H9	OTHER	0.000615	0.999385	
Q8F9I0	OTHER	0.000228	0.999772	
Q8F9I1	OTHER	0.000332	0.999668	
Q8F9I2	OTHER	0.003092	0.996908	
Q8F9I3	OTHER	0.000946	0.999054	
Q8F9I4	OTHER	0.000248	0.999752	
Q8F9I5	OTHER	0.007569	0.992431	
Q8F9I6	OTHER	0.000499	0.999501	
Q8F9I8	OTHER	0.002335	0.997665	
Q8F9I9	OTHER	0.000392	0.999608	
Q8F9J0	OTHER	0.000806	0.999194	
Q8F9J1	OTHER	0.001367	0.998633	
Q8F9J2	OTHER	0.008969	0.991031	
Q8F9J3	OTHER	0.001469	0.998531	
Q8F9J4	OTHER	0.000804	0.999196	
Q8F9J7	OTHER	0.000323	0.999677	
Q8F9K0	OTHER	0.001840	0.998160	
Q8F9K1	OTHER	0.001120	0.998880	
Q8F9K2	OTHER	0.001025	0.998975	
Q8F9K3	OTHER	0.001097	0.998903	
Q8F9K4	OTHER	0.000487	0.999513	
Q8F9K6	OTHER	0.000199	0.999801	
Q8F9K7	OTHER	0.001404	0.998596	
Q8F9K8	OTHER	0.000347	0.999653	
Q8F9K9	OTHER	0.000764	0.999236	
Q8F9L1	OTHER	0.000230	0.999770	
Q8F9M0	OTHER	0.000970	0.999030	
Q8F9M2	OTHER	0.001186	0.998814	
Q8F9M5	OTHER	0.000202	0.999798	
Q8F9M6	OTHER	0.000572	0.999428	
Q8F9M8	OTHER	0.000506	0.999494	
Q8F9N5	OTHER	0.000558	0.999442	
Q8F9N8	OTHER	0.000105	0.999895	
Q8F9P0	OTHER	0.002984	0.997016	
Q8F9P2	OTHER	0.006318	0.993682	
Q8F9P3	OTHER	0.002414	0.997586	
Q8F9P4	OTHER	0.000273	0.999727	
Q8F9P5	OTHER	0.001139	0.998861	
Q8F9P8	OTHER	0.001578	0.998422	
Q8F9P9	OTHER	0.001277	0.998723	
Q8F9Q0	OTHER	0.000893	0.999107	
Q8F9Q3	SP(Sec/SPI)	0.582190	0.417810	CS pos: 28-29. IHC-LS. Pr: 0.3611
Q8F9Q4	SP(Sec/SPI)	0.854096	0.145904	CS pos: 24-25. CSS-VQ. Pr: 0.5002
Q8F9Q5	SP(Sec/SPI)	0.960246	0.039754	CS pos: 27-28. SSG-SD. Pr: 0.3323
Q8F9Q6	OTHER	0.000503	0.999497	
Q8F9Q9	OTHER	0.001465	0.998535	
Q8F9R0	OTHER	0.000377	0.999623	
Q8F9R2	OTHER	0.010408	0.989592	
Q8F9R3	OTHER	0.008971	0.991029	
Q8F9R7	OTHER	0.000502	0.999498	
Q8F9R9	OTHER	0.000732	0.999268	
Q8F9S0	OTHER	0.002756	0.997244	
Q8F9S2	OTHER	0.000748	0.999252	
Q8F9S3	OTHER	0.146607	0.853393	
Q8F9S4	OTHER	0.006495	0.993505	
Q8F9S5	OTHER	0.001505	0.998495	
Q8F9S7	OTHER	0.000759	0.999241	
Q8F9S8	OTHER	0.000719	0.999281	
Q8F9T0	OTHER	0.000692	0.999308	
Q8F9T3	OTHER	0.002428	0.997572	
Q8F9T4	OTHER	0.000849	0.999151	
Q8F9T5	OTHER	0.028429	0.971571	
Q8F9T6	SP(Sec/SPI)	0.976486	0.023514	CS pos: 20-21. CIS-KN. Pr: 0.7692
Q8F9T7	SP(Sec/SPI)	0.950520	0.049480	CS pos: 20-21. VSA-CK. Pr: 0.6473
Q8F9T8	OTHER	0.033436	0.966564	
Q8F9T9	SP(Sec/SPI)	0.978659	0.021341	CS pos: 23-24. NLA-AQ. Pr: 0.3127
Q8F9U0	SP(Sec/SPI)	0.937781	0.062219	CS pos: 21-22. LQC-KQ. Pr: 0.3958
Q8F9U3	OTHER	0.000110	0.999890	
Q8F9U4	OTHER	0.000196	0.999804	
Q8F9U5	OTHER	0.002210	0.997790	
Q8F9U6	OTHER	0.000759	0.999241	
Q8F9U7	OTHER	0.001168	0.998832	
Q8F9U8	OTHER	0.000661	0.999339	
Q8F9U9	OTHER	0.000716	0.999284	
Q8F9V3	OTHER	0.000230	0.999770	
Q8F9V4	OTHER	0.040101	0.959899	
Q8F9V6	OTHER	0.004242	0.995758	
Q8F9V7	OTHER	0.000257	0.999743	
Q8F9W0	OTHER	0.090612	0.909388	
Q8F9W1	OTHER	0.001802	0.998198	
Q8F9W2	OTHER	0.002312	0.997688	
Q8F9W3	OTHER	0.003814	0.996186	
Q8F9W4	OTHER	0.000194	0.999806	
Q8F9W6	SP(Sec/SPI)	0.999230	0.000770	CS pos: 22-23. AFA-GE. Pr: 0.9463
Q8F9W7	OTHER	0.004170	0.995830	
Q8F9W9	SP(Sec/SPI)	0.897356	0.102644	CS pos: 18-19. LYS-DK. Pr: 0.5251
Q8F9X0	OTHER	0.000709	0.999291	
Q8F9X1	OTHER	0.038044	0.961956	
Q8F9X2	OTHER	0.114695	0.885305	
Q8F9X3	SP(Sec/SPI)	0.748113	0.251887	CS pos: 25-26. VFD-QD. Pr: 0.2888
Q8F9X4	OTHER	0.001091	0.998909	
Q8F9X7	OTHER	0.000761	0.999239	
Q8F9X8	OTHER	0.000666	0.999334	
Q8F9Y1	SP(Sec/SPI)	0.997409	0.002591	CS pos: 21-22. VFS-QP. Pr: 0.9193
Q8F9Y2	OTHER	0.000648	0.999352	
Q8F9Y4	OTHER	0.000590	0.999410	
Q8F9Y7	OTHER	0.048296	0.951704	
Q8F9Y8	OTHER	0.000807	0.999193	
Q8F9Y9	OTHER	0.012231	0.987769	
Q8F9Z0	OTHER	0.000281	0.999719	
Q8F9Z4	SP(Sec/SPI)	0.951279	0.048721	CS pos: 21-22. LYA-DL. Pr: 0.7274
Q8F9Z5	OTHER	0.001611	0.998389	
Q8F9Z6	OTHER	0.253841	0.746159	
Q8F9Z8	OTHER	0.007151	0.992849	
Q8FA00	OTHER	0.001221	0.998779	
Q8FA03	OTHER	0.000346	0.999654	
Q8FA05	SP(Sec/SPI)	0.980658	0.019342	CS pos: 27-28. ANC-KE. Pr: 0.8561
Q8FA06	OTHER	0.001173	0.998827	
Q8FA07	SP(Sec/SPI)	0.550341	0.449659	CS pos: 28-29. QQA-AY. Pr: 0.2074
Q8FA08	OTHER	0.038988	0.961012	
Q8FA10	SP(Sec/SPI)	0.953752	0.046248	CS pos: 22-23. CVS-DS. Pr: 0.4677
Q8FA13	OTHER	0.000449	0.999551	
Q8FA15	SP(Sec/SPI)	0.997558	0.002442	CS pos: 19-20. CSV-KP. Pr: 0.6881
Q8FA16	OTHER	0.001941	0.998059	
Q8FA17	OTHER	0.000604	0.999396	
Q8FA18	SP(Sec/SPI)	0.687951	0.312049	CS pos: 29-30. CRR-GS. Pr: 0.3462
Q8FA19	OTHER	0.234391	0.765609	
Q8FA21	OTHER	0.001459	0.998541	
Q8FA23	OTHER	0.000340	0.999660	
Q8FA24	OTHER	0.000312	0.999688	
Q8FA25	SP(Sec/SPI)	0.877490	0.122510	CS pos: 18-19. IFS-TS. Pr: 0.5490
Q8FA26	OTHER	0.002142	0.997858	
Q8FA27	SP(Sec/SPI)	0.972302	0.027698	CS pos: 20-21. IGC-KK. Pr: 0.6225
Q8FA28	OTHER	0.000623	0.999377	
Q8FA31	OTHER	0.000613	0.999387	
Q93TV7	OTHER	0.000490	0.999510	
