ID	Evidences length	Evidences list	Complete evidences
Q8F0J4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F0K2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0L2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0L4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0M6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0M9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0N7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F0P1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F0P2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F0P5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0Q4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0Q9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0R0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0T9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0U0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0U1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0V1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F0V4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0X0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F0Y7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0Y8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0Y9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F0Z4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F0Z6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F103	1	PHOBIUS_TM	PHOBIUS_TM
Q8F104	1	SL	SL
Q8F107	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F110	1	PHOBIUS_TM	PHOBIUS_TM
Q8F112	1	PHOBIUS_TM	PHOBIUS_TM
Q8F117	1	PHOBIUS_TM	PHOBIUS_TM
Q8F147	1	PHOBIUS_TM	PHOBIUS_TM
Q8F152	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F171	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F172	1	PHOBIUS_TM	PHOBIUS_TM
Q8F174	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F189	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F191	1	PHOBIUS_TM	PHOBIUS_TM
Q8F195	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F197	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
Q8F1A1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1A3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1A6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1B6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1C0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1E1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1F9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1G8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1G9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1H1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1I0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1I6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1I9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1K0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1K2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1L2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1L4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1L5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1M0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1Q1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1Q4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1Q7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1Q8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1R0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1S4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1S5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1S6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1S9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1T9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1V3	1	SL	SL
Q8F1W0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1W6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1X5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1Y6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F1Z1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F1Z5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F208	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F210	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F215	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F224	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F225	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F226	1	PHOBIUS_TM	PHOBIUS_TM
Q8F231	1	PHOBIUS_TM	PHOBIUS_TM
Q8F234	1	PHOBIUS_TM	PHOBIUS_TM
Q8F235	1	PHOBIUS_TM	PHOBIUS_TM
Q8F243	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F259	1	PHOBIUS_TM	PHOBIUS_TM
Q8F263	1	PHOBIUS_TM	PHOBIUS_TM
Q8F266	1	PHOBIUS_TM	PHOBIUS_TM
Q8F285	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q8F299	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2A1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2A3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2A9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2B3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2B5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2E7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2F6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2F8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2H0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2H1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2H3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2I4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2I5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2K0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2K1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2L0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2L5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2L7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2N2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2N9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2P4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2P9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2Q0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2Q5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2Q6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2Q7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2Q9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2S1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2T0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2U2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2V5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2W5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2W9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F2X2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2X8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2Y2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F2Z1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F303	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F307	1	PHOBIUS_TM	PHOBIUS_TM
Q8F311	1	PHOBIUS_TM	PHOBIUS_TM
Q8F312	1	PHOBIUS_TM	PHOBIUS_TM
Q8F317	1	PHOBIUS_TM	PHOBIUS_TM
Q8F324	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F331	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F333	1	PHOBIUS_TM	PHOBIUS_TM
Q8F337	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F355	1	SL	SL
Q8F356	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F365	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q8F366	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F373	1	SL	SL
Q8F374	1	PHOBIUS_TM	PHOBIUS_TM
Q8F391	1	PHOBIUS_TM	PHOBIUS_TM
Q8F399	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3B4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3B7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3B8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3C1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3D6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3D8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3E0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3E1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3E2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3E3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3F0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3G4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3G5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3J5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3K7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3M4	1	SL	SL
Q8F3M5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3M9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3N1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3N2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3N3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3N4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3N5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3N6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3P6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3P7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3P8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3Q7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3S8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3T0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3T1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3T2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3U1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3V4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3V9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3W5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3X4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3Y1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3Y2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3Y8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F3Z0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3Z1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F3Z3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F402	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F410	1	PHOBIUS_TM	PHOBIUS_TM
Q8F427	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F433	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F451	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F467	1	PHOBIUS_TM	PHOBIUS_TM
Q8F468	1	PHOBIUS_TM	PHOBIUS_TM
Q8F474	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F490	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F493	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4A3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4A5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4A8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4B7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4B8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4B9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4E1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4E7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4F0	1	SL	SL
Q8F4F2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4F7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4G8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4H0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4H6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4H8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4I4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4I6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4I8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4I9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4J5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4K6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4L5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4M1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4M6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4M7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4P2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4P3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4P4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4P8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4Q7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4Q8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4Q9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4R1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4R2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4R3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4R7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4R9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4S3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4S4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4S7	1	GPI	GPI
Q8F4T1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4T3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4V6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4W4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4W9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F4X1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4X3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4Y0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F4Z0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F501	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F503	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F511	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F516	1	PHOBIUS_TM	PHOBIUS_TM
Q8F520	1	PHOBIUS_TM	PHOBIUS_TM
Q8F526	1	PHOBIUS_TM	PHOBIUS_TM
Q8F536	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F545	1	PHOBIUS_TM	PHOBIUS_TM
Q8F547	1	PHOBIUS_TM	PHOBIUS_TM
Q8F559	1	PHOBIUS_TM	PHOBIUS_TM
Q8F575	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F595	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5A1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5A5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5A9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5B1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5B4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5B9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5E9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5G6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5H9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5I0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5J1	1	SL	SL
Q8F5J5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5J8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5K7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5L4	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q8F5L5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5L6	1	SL	SL
Q8F5M0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5M3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5M4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5M7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5N2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5P5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5P7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5R3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5R4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5R5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5R6	1	SL	SL
Q8F5R8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5V2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5V6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5W0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5W2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5W3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5W6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5W8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5X2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F5X8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5Y0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5Z2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5Z4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F5Z5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F600	1	PHOBIUS_TM	PHOBIUS_TM
Q8F602	1	PHOBIUS_TM	PHOBIUS_TM
Q8F606	1	PHOBIUS_TM	PHOBIUS_TM
Q8F618	1	PHOBIUS_TM	PHOBIUS_TM
Q8F620	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F621	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F626	1	PHOBIUS_TM	PHOBIUS_TM
Q8F633	1	PHOBIUS_TM	PHOBIUS_TM
Q8F638	1	PHOBIUS_TM	PHOBIUS_TM
Q8F654	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F657	1	PHOBIUS_TM	PHOBIUS_TM
Q8F670	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F674	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F695	1	PHOBIUS_TM	PHOBIUS_TM
Q8F697	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6A3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6A6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6B5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6B8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6B9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6C5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6C6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6D6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6E3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6E5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6F4	1	SL	SL
Q8F6G4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6G7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6G8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6H1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6H4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6H5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6H6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6I5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6I9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6K4	1	SL	SL
Q8F6L1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6L9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6M0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6M1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6M3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6M7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6N2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6P2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6R8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6T2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6T6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6U0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6U4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6U7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6U9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6V3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6V9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6X3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6X5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6X7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6Y1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6Y6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F6Y8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F6Z0	1	GPI	GPI
Q8F6Z2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F711	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F734	1	PHOBIUS_TM	PHOBIUS_TM
Q8F742	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F744	1	PHOBIUS_TM	PHOBIUS_TM
Q8F749	1	PHOBIUS_TM	PHOBIUS_TM
Q8F760	1	PHOBIUS_TM	PHOBIUS_TM
Q8F761	1	PHOBIUS_TM	PHOBIUS_TM
Q8F767	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F777	1	PHOBIUS_TM	PHOBIUS_TM
Q8F792	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7A5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7C9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7D6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7E2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7F0	1	SL	SL
Q8F7F1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7F2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7F3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7F4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7F5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7F6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7G6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7G7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7I7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7J3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7J4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7K4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7K6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7L0	1	SL	SL
Q8F7L4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7P6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7Q8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7R2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7R6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7R9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7T0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7T4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7U9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F7V7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7W9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7X4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7X5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7Y1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7Y9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F7Z1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F808	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F809	1	PHOBIUS_TM	PHOBIUS_TM
Q8F811	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F816	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F828	1	PHOBIUS_TM	PHOBIUS_TM
Q8F833	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F850	1	SL	SL
Q8F853	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
