# SignalP-5.0	Organism: euk	Timestamp: 20260406151522
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8F3H8	OTHER	0.000443	0.999557	
Q8F3I2	OTHER	0.000612	0.999388	
Q8F3I5	OTHER	0.000907	0.999093	
Q8F3I6	OTHER	0.000541	0.999459	
Q8F3I8	OTHER	0.001414	0.998586	
Q8F3I9	OTHER	0.004148	0.995852	
Q8F3J2	OTHER	0.002976	0.997024	
Q8F3J8	OTHER	0.000261	0.999739	
Q8F3K1	OTHER	0.072059	0.927941	
Q8F3K6	OTHER	0.000557	0.999443	
Q8F3K8	OTHER	0.007625	0.992375	
Q8F3L1	OTHER	0.002111	0.997889	
Q8F3L2	OTHER	0.001150	0.998850	
Q8F3L3	OTHER	0.000603	0.999397	
Q8F3L4	OTHER	0.000808	0.999192	
Q8F3M7	OTHER	0.000402	0.999598	
Q8F3M8	OTHER	0.000415	0.999585	
Q8F3P5	OTHER	0.000737	0.999263	
Q8F3Q5	OTHER	0.000312	0.999688	
Q8F3R3	OTHER	0.000356	0.999644	
Q8F3R5	OTHER	0.284497	0.715503	
Q8F3R8	OTHER	0.000431	0.999569	
Q8F3S1	OTHER	0.001036	0.998964	
Q8F3S2	OTHER	0.000297	0.999703	
Q8F3S9	OTHER	0.001006	0.998994	
Q8F3V8	OTHER	0.000447	0.999553	
Q8F3X5	OTHER	0.001405	0.998595	
Q8F3Y7	OTHER	0.001195	0.998805	
Q8F412	OTHER	0.000660	0.999340	
Q8F418	OTHER	0.000399	0.999601	
Q8F424	OTHER	0.001238	0.998762	
Q8F425	OTHER	0.012744	0.987256	
Q8F426	OTHER	0.001288	0.998712	
Q8F430	OTHER	0.000236	0.999764	
Q8F439	OTHER	0.000301	0.999699	
Q8F440	OTHER	0.278286	0.721714	
Q8F447	OTHER	0.002358	0.997642	
Q8F453	OTHER	0.001508	0.998492	
Q8F454	OTHER	0.001568	0.998432	
Q8F457	SP(Sec/SPI)	0.550845	0.449155	CS pos: 23-24. VQA-GC. Pr: 0.2805
Q8F460	SP(Sec/SPI)	0.949732	0.050268	CS pos: 20-21. LFS-EE. Pr: 0.6651
Q8F475	OTHER	0.001065	0.998935	
Q8F479	OTHER	0.000256	0.999744	
Q8F482	OTHER	0.000947	0.999053	
Q8F483	OTHER	0.000141	0.999859	
Q8F492	OTHER	0.001715	0.998285	
Q8F495	OTHER	0.001444	0.998556	
Q8F496	OTHER	0.000572	0.999428	
Q8F497	OTHER	0.001044	0.998956	
Q8F4A2	OTHER	0.010032	0.989968	
Q8F4A7	OTHER	0.000979	0.999021	
Q8F4B1	OTHER	0.000996	0.999004	
Q8F4B2	OTHER	0.000550	0.999450	
Q8F4C2	OTHER	0.001033	0.998967	
Q8F4C5	OTHER	0.002163	0.997837	
Q8F4C6	OTHER	0.002230	0.997770	
Q8F4C8	OTHER	0.000535	0.999465	
Q8F4D5	OTHER	0.001762	0.998238	
Q8F4D7	OTHER	0.000867	0.999133	
Q8F4D8	OTHER	0.000219	0.999781	
Q8F4E5	OTHER	0.024268	0.975732	
Q8F4G0	OTHER	0.001169	0.998831	
Q8F4G4	SP(Sec/SPI)	0.947813	0.052187	CS pos: 18-19. CNR-NP. Pr: 0.3939
Q8F4G5	OTHER	0.000293	0.999707	
Q8F4H2	OTHER	0.001614	0.998386	
Q8F4H7	OTHER	0.000958	0.999042	
Q8F4J0	OTHER	0.091856	0.908144	
Q8F4J6	OTHER	0.000637	0.999363	
Q8F4J9	OTHER	0.000262	0.999738	
Q8F4K1	OTHER	0.004280	0.995720	
Q8F4M3	OTHER	0.000439	0.999561	
Q8F4M8	OTHER	0.000338	0.999662	
Q8F4N0	OTHER	0.001038	0.998962	
Q8F4N2	OTHER	0.001151	0.998849	
Q8F4N3	OTHER	0.002551	0.997449	
Q8F4N9	OTHER	0.001091	0.998909	
Q8F4Q2	OTHER	0.000492	0.999508	
Q8F4R6	OTHER	0.001124	0.998876	
Q8F4W0	OTHER	0.001578	0.998422	
Q8F4W2	OTHER	0.035170	0.964830	
Q8F4W3	OTHER	0.001344	0.998656	
Q8F4Z1	OTHER	0.000626	0.999374	
Q8F513	OTHER	0.000801	0.999199	
Q8F522	OTHER	0.000149	0.999851	
Q8F527	OTHER	0.007030	0.992970	
Q8F5D6	OTHER	0.000416	0.999584	
Q8F5D7	OTHER	0.035906	0.964094	
Q8F5E2	OTHER	0.001741	0.998259	
Q8F5E7	OTHER	0.014292	0.985708	
Q8F5G2	OTHER	0.000330	0.999670	
Q8F5G9	OTHER	0.001351	0.998649	
Q8F5I6	OTHER	0.026656	0.973344	
Q8F5I8	OTHER	0.000410	0.999590	
Q8F5J3	OTHER	0.000327	0.999673	
Q8F5J6	OTHER	0.000473	0.999527	
Q8F5J7	OTHER	0.000312	0.999688	
Q8F5K2	OTHER	0.000848	0.999152	
Q8F5K3	OTHER	0.000623	0.999377	
Q8F5K4	OTHER	0.000286	0.999714	
Q8F5K5	OTHER	0.000746	0.999254	
Q8F5K6	OTHER	0.000642	0.999358	
Q8F5L7	OTHER	0.007335	0.992665	
Q8F5L8	OTHER	0.001394	0.998606	
Q8F5N4	OTHER	0.003730	0.996270	
Q8F5P6	OTHER	0.000498	0.999502	
Q8F5Q9	OTHER	0.008039	0.991961	
Q8F5R0	OTHER	0.002817	0.997183	
Q8F5R7	OTHER	0.003081	0.996919	
Q8F5T5	OTHER	0.000846	0.999154	
Q8F5W4	OTHER	0.000148	0.999852	
Q8F5X0	OTHER	0.000411	0.999589	
Q8F5X3	OTHER	0.020508	0.979492	
Q8F5Y6	OTHER	0.000813	0.999187	
Q8F5Z6	OTHER	0.002036	0.997964	
Q8F5Z7	OTHER	0.000394	0.999606	
Q8F601	OTHER	0.050225	0.949775	
Q8F629	OTHER	0.000469	0.999531	
Q8F631	OTHER	0.008951	0.991049	
Q8F632	OTHER	0.000853	0.999147	
Q8F649	OTHER	0.002249	0.997751	
Q8F652	SP(Sec/SPI)	0.549451	0.450549	CS pos: 20-21. CFA-EY. Pr: 0.4605
Q8F660	OTHER	0.106540	0.893460	
Q8F690	OTHER	0.000127	0.999873	
Q8F6B7	OTHER	0.000735	0.999265	
Q8F6D8	OTHER	0.000352	0.999648	
Q8F6E4	OTHER	0.000471	0.999529	
Q8F6F9	OTHER	0.188416	0.811584	
Q8F6K1	OTHER	0.000518	0.999482	
Q8F6L0	OTHER	0.001734	0.998266	
Q8F6P0	OTHER	0.001075	0.998925	
Q8F6P1	OTHER	0.003352	0.996648	
Q8F6P3	OTHER	0.000710	0.999290	
Q8F6P6	OTHER	0.325971	0.674029	
Q8F6Q0	OTHER	0.000356	0.999644	
Q8F6Q4	OTHER	0.001167	0.998833	
Q8F6Q5	OTHER	0.000386	0.999614	
Q8F6Q7	OTHER	0.000711	0.999289	
Q8F6Q8	OTHER	0.000464	0.999536	
Q8F6Q9	OTHER	0.000470	0.999530	
Q8F6S0	OTHER	0.001040	0.998960	
Q8F6S8	OTHER	0.000427	0.999573	
Q8F6U5	OTHER	0.000164	0.999836	
Q8F6W6	OTHER	0.001144	0.998856	
Q8F6W9	OTHER	0.000750	0.999250	
Q8F6X4	OTHER	0.000420	0.999580	
Q8F6Z3	OTHER	0.001473	0.998527	
Q8F703	OTHER	0.002332	0.997668	
Q8F705	OTHER	0.090945	0.909055	
Q8F706	SP(Sec/SPI)	0.570337	0.429663	CS pos: 26-27. NFA-TR. Pr: 0.1836
Q8F707	OTHER	0.005697	0.994303	
Q8F709	OTHER	0.007892	0.992108	
Q8F717	OTHER	0.001371	0.998629	
Q8F723	OTHER	0.003700	0.996300	
Q8F729	OTHER	0.001931	0.998069	
Q8F736	OTHER	0.000779	0.999221	
Q8F737	OTHER	0.000580	0.999420	
Q8F752	OTHER	0.001526	0.998474	
Q8F766	OTHER	0.000791	0.999209	
Q8F768	OTHER	0.000930	0.999070	
Q8F7B2	OTHER	0.000343	0.999657	
Q8F7C6	OTHER	0.003265	0.996735	
Q8F7D9	SP(Sec/SPI)	0.528522	0.471478	CS pos: 30-31. IFA-KG. Pr: 0.3802
Q8F7H4	OTHER	0.001208	0.998792	
Q8F7H5	OTHER	0.004877	0.995123	
Q8F7I1	OTHER	0.001926	0.998074	
Q8F7I9	OTHER	0.000607	0.999393	
Q8F7J9	OTHER	0.000548	0.999452	
Q8F7K0	OTHER	0.002772	0.997228	
Q8F7K2	OTHER	0.000477	0.999523	
Q8F7K3	OTHER	0.000828	0.999172	
Q8F7L2	OTHER	0.000885	0.999115	
Q8F7N5	OTHER	0.000830	0.999170	
Q8F7Q1	OTHER	0.000323	0.999677	
Q8F7Q2	OTHER	0.001246	0.998754	
Q8F7Q3	OTHER	0.002162	0.997838	
Q8F7Q6	OTHER	0.011103	0.988897	
Q8F7Q9	OTHER	0.000666	0.999334	
Q8F7S2	SP(Sec/SPI)	0.878786	0.121214	CS pos: 25-26. CNS-QN. Pr: 0.7017
Q8F7S5	OTHER	0.000248	0.999752	
Q8F7T1	OTHER	0.006296	0.993704	
Q8F7T9	OTHER	0.002120	0.997880	
Q8F7U1	OTHER	0.000785	0.999215	
Q8F7U3	OTHER	0.000786	0.999214	
Q8F7V2	OTHER	0.000182	0.999818	
Q8F7X7	SP(Sec/SPI)	0.931893	0.068107	CS pos: 22-23. TNC-SF. Pr: 0.6496
Q8F801	OTHER	0.000773	0.999227	
Q8F870	OTHER	0.000750	0.999250	
Q8F880	OTHER	0.463585	0.536415	
Q8F882	SP(Sec/SPI)	0.500864	0.499136	CS pos: 27-28. VNS-VI. Pr: 0.3483
Q8F887	OTHER	0.000714	0.999286	
Q8F892	SP(Sec/SPI)	0.946533	0.053467	CS pos: 21-22. VTC-GP. Pr: 0.5445
Q8F8E6	OTHER	0.002367	0.997633	
Q8F8G3	OTHER	0.000661	0.999339	
Q8F8G5	OTHER	0.000373	0.999627	
Q8F8H7	OTHER	0.087653	0.912347	
Q8F8K4	OTHER	0.000270	0.999730	
Q8F8T8	OTHER	0.003898	0.996102	
Q8F8Y6	OTHER	0.001323	0.998677	
Q8F8Y7	OTHER	0.001002	0.998998	
Q8F8Z0	OTHER	0.000842	0.999158	
Q8F8Z3	OTHER	0.000479	0.999521	
Q8F936	OTHER	0.000274	0.999726	
Q8F950	OTHER	0.001261	0.998739	
Q8F951	OTHER	0.003270	0.996730	
Q8F952	OTHER	0.001728	0.998272	
Q8F962	OTHER	0.051834	0.948166	
Q8F963	OTHER	0.167662	0.832338	
Q8F965	OTHER	0.000356	0.999644	
Q8F983	OTHER	0.000523	0.999477	
Q8F996	OTHER	0.083296	0.916704	
Q8F999	OTHER	0.001814	0.998186	
Q8F9A3	OTHER	0.001207	0.998793	
Q8F9B4	OTHER	0.000438	0.999562	
Q8F9D7	OTHER	0.000806	0.999194	
Q8F9D9	OTHER	0.001916	0.998084	
Q8F9F1	OTHER	0.000325	0.999675	
Q8F9G6	OTHER	0.000510	0.999490	
Q8F9H2	OTHER	0.000675	0.999325	
Q8F9L6	OTHER	0.001113	0.998887	
Q8F9N1	OTHER	0.001034	0.998966	
Q8F9P1	OTHER	0.001198	0.998802	
Q8F9P6	OTHER	0.001722	0.998278	
Q8F9P7	OTHER	0.000247	0.999753	
Q8F9Q7	OTHER	0.001044	0.998956	
Q8F9Q8	OTHER	0.006236	0.993764	
Q8F9R1	OTHER	0.001795	0.998205	
Q8F9R4	OTHER	0.225776	0.774224	
Q8F9R5	OTHER	0.000666	0.999334	
Q8F9R6	OTHER	0.000302	0.999698	
Q8F9S6	OTHER	0.000116	0.999884	
Q8F9S9	OTHER	0.002017	0.997983	
Q8F9T1	OTHER	0.002908	0.997092	
Q8F9U1	OTHER	0.001361	0.998639	
Q8F9X5	OTHER	0.000551	0.999449	
Q8F9X6	OTHER	0.056710	0.943290	
Q8F9Y0	OTHER	0.000669	0.999331	
Q8F9Y3	OTHER	0.000390	0.999610	
Q8F9Y5	OTHER	0.000773	0.999227	
Q8F9Y6	OTHER	0.004230	0.995770	
Q8F9Z1	OTHER	0.000599	0.999401	
Q8F9Z7	OTHER	0.000307	0.999693	
Q8F9Z9	OTHER	0.001652	0.998348	
Q8FA02	OTHER	0.000863	0.999137	
Q8FA04	OTHER	0.000336	0.999664	
Q8FA11	OTHER	0.081333	0.918667	
Q8FA29	OTHER	0.001512	0.998488	
Q8FA32	OTHER	0.001365	0.998635	
Q8FA33	OTHER	0.001216	0.998784	
Q9XD08	OTHER	0.000200	0.999800	
Q9XD10	OTHER	0.000150	0.999850	
Q9XD11	OTHER	0.000560	0.999440	
Q9XD12	OTHER	0.001153	0.998847	
Q9XD13	OTHER	0.004646	0.995354	
Q9XD14	OTHER	0.000452	0.999548	
Q9XD17	OTHER	0.000481	0.999519	
Q9XD18	OTHER	0.000284	0.999716	
Q9XD20	OTHER	0.000520	0.999480	
Q9XD21	OTHER	0.000730	0.999270	
Q9XD22	OTHER	0.000470	0.999530	
Q9XD23	OTHER	0.001746	0.998254	
Q9XD24	OTHER	0.000240	0.999760	
Q9XD25	OTHER	0.000278	0.999722	
Q9XD26	OTHER	0.000953	0.999047	
Q9XD27	OTHER	0.000129	0.999871	
Q9XD28	OTHER	0.000176	0.999824	
Q9XD29	OTHER	0.001169	0.998831	
Q9XD30	OTHER	0.000832	0.999168	
Q9XD31	OTHER	0.000424	0.999576	
Q9XD32	OTHER	0.000348	0.999652	
Q9XD33	OTHER	0.001000	0.999000	
Q9XD34	OTHER	0.000821	0.999179	
Q9XD35	OTHER	0.001049	0.998951	
Q9XD36	OTHER	0.000668	0.999332	
Q9XD37	OTHER	0.000438	0.999562	
D4YVX4	OTHER	0.000961	0.999039	
D4YVX5	OTHER	0.001417	0.998583	
D4YVX6	OTHER	0.000846	0.999154	
D4YVX7	SP(Sec/SPI)	0.709729	0.290271	CS pos: 28-29. LEA-IT. Pr: 0.5761
D4YVX8	OTHER	0.085664	0.914336	
D4YVX9	OTHER	0.008345	0.991655	
D4YVY0	OTHER	0.000662	0.999338	
D4YVY1	OTHER	0.001051	0.998949	
D4YVY2	OTHER	0.001161	0.998839	
D4YVY3	OTHER	0.009077	0.990923	
D4YVY4	OTHER	0.001430	0.998570	
D4YVY5	OTHER	0.001175	0.998825	
D4YVY6	OTHER	0.001118	0.998882	
D4YVY7	OTHER	0.151801	0.848199	
D4YVY8	OTHER	0.021655	0.978345	
D4YVY9	OTHER	0.003802	0.996198	
D4YVZ0	OTHER	0.007036	0.992964	
D4YVZ1	OTHER	0.003496	0.996504	
D4YVZ2	OTHER	0.003610	0.996390	
D4YVZ3	SP(Sec/SPI)	0.987368	0.012632	CS pos: 20-21. CFG-DK. Pr: 0.9278
D4YVZ4	OTHER	0.001947	0.998053	
D4YVZ5	OTHER	0.000880	0.999120	
D4YVZ6	OTHER	0.000973	0.999027	
D4YVZ7	OTHER	0.003449	0.996551	
D4YVZ8	OTHER	0.012884	0.987116	
D4YVZ9	OTHER	0.046462	0.953538	
D4YW00	OTHER	0.001344	0.998656	
D4YW01	OTHER	0.000766	0.999234	
D4YW02	OTHER	0.368636	0.631364	
D4YW03	OTHER	0.000956	0.999044	
D4YW04	OTHER	0.001424	0.998576	
D4YW05	OTHER	0.000610	0.999390	
D4YW06	OTHER	0.013104	0.986896	
D4YW07	OTHER	0.000288	0.999712	
D4YW08	OTHER	0.001639	0.998361	
D4YW09	OTHER	0.000238	0.999762	
D4YW10	OTHER	0.000431	0.999569	
D4YW11	OTHER	0.000659	0.999341	
D4YW12	OTHER	0.001506	0.998494	
D4YW13	OTHER	0.001203	0.998797	
D4YW14	OTHER	0.002962	0.997038	
D4YW15	OTHER	0.112738	0.887262	
D4YW16	OTHER	0.000709	0.999291	
D4YW17	OTHER	0.000809	0.999191	
D4YW18	OTHER	0.000745	0.999255	
D4YW19	OTHER	0.313799	0.686201	
D4YW20	OTHER	0.012469	0.987531	
D4YW22	OTHER	0.001669	0.998331	
D4YW23	OTHER	0.000499	0.999501	
D4YW24	OTHER	0.000301	0.999699	
D4YW25	OTHER	0.001469	0.998531	
D4YW26	OTHER	0.001538	0.998462	
D4YW27	OTHER	0.013886	0.986114	
D4YW28	SP(Sec/SPI)	0.984040	0.015960	CS pos: 21-22. LFS-QD. Pr: 0.4595
D4YW29	OTHER	0.168770	0.831230	
D4YW30	OTHER	0.000857	0.999143	
D4YW31	OTHER	0.000332	0.999668	
D4YW32	OTHER	0.002893	0.997107	
D4YW33	OTHER	0.000832	0.999168	
D4YW34	SP(Sec/SPI)	0.995136	0.004864	CS pos: 24-25. VNA-MY. Pr: 0.7705
D4YW35	OTHER	0.129951	0.870049	
D4YW36	OTHER	0.007769	0.992231	
D4YW37	OTHER	0.001385	0.998615	
D4YW38	OTHER	0.014738	0.985262	
D4YW39	OTHER	0.000575	0.999425	
D4YW40	OTHER	0.001047	0.998953	
D4YW41	OTHER	0.002339	0.997661	
D4YW42	OTHER	0.102307	0.897693	
D4YW43	OTHER	0.102403	0.897597	
D4YW44	OTHER	0.001581	0.998419	
D4YW45	OTHER	0.001340	0.998660	
D4YW46	OTHER	0.003020	0.996980	
D4YW47	OTHER	0.007872	0.992128	
D4YW48	OTHER	0.001006	0.998994	
D4YW50	OTHER	0.005908	0.994092	
D4YW52	OTHER	0.000331	0.999669	
D5MNY1	OTHER	0.000594	0.999406	
D5MNY2	OTHER	0.003004	0.996996	
G1UB14	OTHER	0.003493	0.996507	
G1UB16	OTHER	0.000709	0.999291	
G1UB18	OTHER	0.000402	0.999598	
G1UB21	OTHER	0.002383	0.997617	
G1UB22	OTHER	0.009963	0.990037	
G1UB23	OTHER	0.009031	0.990969	
G1UB24	OTHER	0.003213	0.996787	
G1UB25	SP(Sec/SPI)	0.991775	0.008225	CS pos: 20-21. CSS-TD. Pr: 0.4049
G1UB26	OTHER	0.000166	0.999834	
G1UB29	OTHER	0.001962	0.998038	
G1UB30	SP(Sec/SPI)	0.979252	0.020748	CS pos: 23-24. SLS-AK. Pr: 0.2606
G1UB31	OTHER	0.002162	0.997838	
G1UB32	SP(Sec/SPI)	0.971040	0.028960	CS pos: 20-21. LSA-QN. Pr: 0.5833
G1UB33	OTHER	0.001343	0.998657	
G1UB34	OTHER	0.000410	0.999590	
G1UB35	OTHER	0.000723	0.999277	
O34094	SP(Sec/SPI)	0.993822	0.006178	CS pos: 22-23. CGA-FG. Pr: 0.3714
P24086	OTHER	0.000746	0.999254	
P41395	OTHER	0.001045	0.998955	
Q7CM17	OTHER	0.000203	0.999797	
Q7CM18	OTHER	0.000571	0.999429	
Q7ZAN0	OTHER	0.021718	0.978282	
Q8CLY2	OTHER	0.000375	0.999625	
Q8CM73	OTHER	0.000760	0.999240	
Q8CM74	OTHER	0.000760	0.999240	
Q8CM77	OTHER	0.000603	0.999397	
Q8CMI4	OTHER	0.000811	0.999189	
Q8CVD7	OTHER	0.039603	0.960397	
Q8CVD9	OTHER	0.000397	0.999603	
Q8CVE2	OTHER	0.000216	0.999784	
Q8CVE3	OTHER	0.004778	0.995222	
Q8CVE4	SP(Sec/SPI)	0.791553	0.208447	CS pos: 22-23. FRA-AS. Pr: 0.3010
Q8CVE6	OTHER	0.000421	0.999579	
Q8CVE7	SP(Sec/SPI)	0.990637	0.009363	CS pos: 20-21. IFA-DP. Pr: 0.9674
Q8CVE8	SP(Sec/SPI)	0.997375	0.002625	CS pos: 19-20. VFS-EE. Pr: 0.8652
Q8CVF0	SP(Sec/SPI)	0.991323	0.008677	CS pos: 19-20. TSG-KS. Pr: 0.9036
Q8CVF1	SP(Sec/SPI)	0.590633	0.409367	CS pos: 29-30. VKG-IS. Pr: 0.3024
Q8CVF2	SP(Sec/SPI)	0.759064	0.240936	CS pos: 26-27. SET-KL. Pr: 0.3108
Q8CVF3	SP(Sec/SPI)	0.965128	0.034872	CS pos: 19-20. IYA-ND. Pr: 0.9497
Q8CXQ9	OTHER	0.012805	0.987195	
Q8CXR0	OTHER	0.000110	0.999890	
Q8CXR1	OTHER	0.000816	0.999184	
Q8CXR3	OTHER	0.067544	0.932456	
Q8CXR4	OTHER	0.000828	0.999172	
Q8CXR5	OTHER	0.001963	0.998037	
Q8CXR6	SP(Sec/SPI)	0.792460	0.207540	CS pos: 28-29. LKA-ES. Pr: 0.4192
Q8CXR7	OTHER	0.001109	0.998891	
Q8CXR8	OTHER	0.002021	0.997979	
Q8CXR9	OTHER	0.001073	0.998927	
Q8CXS0	OTHER	0.001150	0.998850	
Q8CXS2	OTHER	0.001145	0.998855	
Q8CXS4	SP(Sec/SPI)	0.988963	0.011037	CS pos: 19-20. IIA-KE. Pr: 0.8651
Q8CXS5	OTHER	0.000314	0.999686	
Q8CXS9	OTHER	0.005603	0.994397	
Q8CXT0	SP(Sec/SPI)	0.989032	0.010968	CS pos: 19-20. CSS-LI. Pr: 0.7354
Q8CXT2	OTHER	0.000383	0.999617	
Q8CXT3	SP(Sec/SPI)	0.955939	0.044061	CS pos: 28-29. SCA-SL. Pr: 0.5202
Q8CXT4	OTHER	0.000419	0.999581	
Q8CXT6	SP(Sec/SPI)	0.569031	0.430969	CS pos: 41-42. VNS-NN. Pr: 0.2907
Q8CXT7	OTHER	0.001053	0.998947	
Q8CXT9	OTHER	0.000620	0.999380	
Q8CXU2	OTHER	0.000221	0.999779	
Q8CXU3	SP(Sec/SPI)	0.980271	0.019729	CS pos: 22-23. LFA-EK. Pr: 0.5665
Q8CXU4	OTHER	0.077853	0.922147	
Q8CXU5	OTHER	0.001322	0.998678	
Q8CXU6	SP(Sec/SPI)	0.800904	0.199096	CS pos: 25-26. CVG-KE. Pr: 0.5335
Q8CXU7	OTHER	0.000869	0.999131	
Q8CXU8	SP(Sec/SPI)	0.973052	0.026948	CS pos: 16-17. CEG-PP. Pr: 0.5342
Q8CXU9	OTHER	0.002872	0.997128	
Q8EX50	OTHER	0.000664	0.999336	
Q8EX51	OTHER	0.000409	0.999591	
Q8EX52	OTHER	0.001255	0.998745	
Q8EX53	OTHER	0.024852	0.975148	
Q8EX54	OTHER	0.000734	0.999266	
Q8EX55	OTHER	0.340796	0.659204	
Q8EX56	OTHER	0.000380	0.999620	
Q8EX58	OTHER	0.001290	0.998710	
Q8EX59	SP(Sec/SPI)	0.809394	0.190606	CS pos: 20-21. SLA-FS. Pr: 0.5978
Q8EX61	OTHER	0.000314	0.999686	
Q8EX64	SP(Sec/SPI)	0.997675	0.002325	CS pos: 21-22. SRA-EN. Pr: 0.7817
Q8EX65	SP(Sec/SPI)	0.931137	0.068863	CS pos: 19-20. CLQ-NR. Pr: 0.3421
Q8EX67	OTHER	0.003866	0.996134	
Q8EX69	OTHER	0.000760	0.999240	
Q8EX71	OTHER	0.000826	0.999174	
Q8EX72	OTHER	0.000400	0.999600	
Q8EX73	OTHER	0.000491	0.999509	
Q8EX74	OTHER	0.000556	0.999444	
Q8EX75	OTHER	0.000363	0.999637	
Q8EX77	OTHER	0.000502	0.999498	
Q8EX79	OTHER	0.000335	0.999665	
Q8EX80	OTHER	0.000461	0.999539	
Q8EX82	OTHER	0.001701	0.998299	
Q8EX83	OTHER	0.000598	0.999402	
Q8EX85	OTHER	0.002690	0.997310	
Q8EX86	OTHER	0.000290	0.999710	
Q8EX89	OTHER	0.001104	0.998896	
Q8EX91	OTHER	0.000508	0.999492	
Q8EX92	OTHER	0.002425	0.997575	
Q8EX93	OTHER	0.000800	0.999200	
Q8EX94	OTHER	0.000487	0.999513	
Q8EX95	OTHER	0.000447	0.999553	
Q8EX96	OTHER	0.000399	0.999601	
Q8EX98	OTHER	0.001614	0.998386	
Q8EXA2	OTHER	0.000786	0.999214	
Q8EXA5	SP(Sec/SPI)	0.974611	0.025389	CS pos: 21-22. SPA-VL. Pr: 0.3750
Q8EXA7	OTHER	0.021446	0.978554	
Q8EXA9	OTHER	0.000470	0.999530	
Q8EXB0	OTHER	0.000297	0.999703	
Q8EXB2	OTHER	0.000472	0.999528	
Q8EXB3	OTHER	0.000599	0.999401	
Q8EXB4	OTHER	0.065019	0.934981	
Q8EXB6	SP(Sec/SPI)	0.992533	0.007467	CS pos: 17-18. GNC-KP. Pr: 0.6857
Q8EXB8	OTHER	0.000760	0.999240	
Q8EXC2	OTHER	0.001126	0.998874	
Q8EXC4	OTHER	0.000307	0.999693	
Q8EXC5	OTHER	0.000458	0.999542	
Q8EXC6	OTHER	0.000392	0.999608	
Q8EXC7	OTHER	0.000831	0.999169	
Q8EXC8	OTHER	0.000170	0.999830	
Q8EXD0	OTHER	0.001908	0.998092	
Q8EXD1	OTHER	0.004178	0.995822	
Q8EXD2	OTHER	0.072138	0.927862	
Q8EXD3	OTHER	0.110999	0.889001	
Q8EXD4	OTHER	0.003065	0.996935	
Q8EXD5	OTHER	0.002921	0.997079	
Q8EXD6	OTHER	0.001092	0.998908	
Q8EXD7	SP(Sec/SPI)	0.980850	0.019150	CS pos: 24-25. SSA-GM. Pr: 0.3697
Q8EXD8	OTHER	0.000805	0.999195	
Q8EXE0	OTHER	0.000610	0.999390	
Q8EXE1	OTHER	0.002088	0.997912	
Q8EXE2	OTHER	0.001098	0.998902	
Q8EXE4	OTHER	0.019866	0.980134	
Q8EXE5	OTHER	0.001406	0.998594	
Q8EXE6	OTHER	0.000953	0.999047	
Q8EXE7	OTHER	0.001186	0.998814	
Q8EXE8	OTHER	0.000658	0.999342	
Q8EXE9	OTHER	0.066358	0.933642	
Q8EXF0	SP(Sec/SPI)	0.992958	0.007042	CS pos: 22-23. VYS-NI. Pr: 0.9305
Q8EXF1	OTHER	0.000539	0.999461	
Q8EXF2	OTHER	0.000513	0.999487	
Q8EXF5	SP(Sec/SPI)	0.983522	0.016478	CS pos: 23-24. IFA-QP. Pr: 0.9354
Q8EXF6	SP(Sec/SPI)	0.994145	0.005855	CS pos: 20-21. ILS-VP. Pr: 0.8081
Q8EXF8	OTHER	0.004071	0.995929	
Q8EXG0	OTHER	0.008545	0.991455	
Q8EXG2	SP(Sec/SPI)	0.983029	0.016971	CS pos: 21-22. VMC-GG. Pr: 0.4571
Q8EXG4	SP(Sec/SPI)	0.911037	0.088963	CS pos: 25-26. TTG-SS. Pr: 0.3327
Q8EXG7	OTHER	0.361612	0.638388	
Q8EXG8	OTHER	0.001470	0.998530	
Q8EXG9	OTHER	0.101175	0.898825	
Q8EXH0	SP(Sec/SPI)	0.955388	0.044612	CS pos: 20-21. FHC-KE. Pr: 0.5740
Q8EXH4	OTHER	0.000749	0.999251	
Q8EXH7	OTHER	0.000233	0.999767	
Q8EXI0	OTHER	0.000496	0.999504	
Q8EXI1	OTHER	0.000256	0.999744	
Q8EXI4	OTHER	0.318961	0.681039	
Q8EXI5	OTHER	0.389440	0.610560	
Q8EXI6	OTHER	0.001094	0.998906	
Q8EXI8	OTHER	0.001364	0.998636	
Q8EXJ0	OTHER	0.000939	0.999061	
Q8EXJ2	SP(Sec/SPI)	0.933725	0.066275	CS pos: 17-18. VFG-CS. Pr: 0.2535
Q8EXJ4	OTHER	0.006888	0.993112	
Q8EXJ5	OTHER	0.016128	0.983872	
Q8EXJ6	OTHER	0.000238	0.999762	
Q8EXJ7	OTHER	0.206581	0.793419	
Q8EXJ8	OTHER	0.004843	0.995157	
Q8EXJ9	OTHER	0.019444	0.980556	
Q8EXK0	OTHER	0.004594	0.995406	
Q8EXK1	OTHER	0.013064	0.986936	
Q8EXK3	OTHER	0.000643	0.999357	
Q8EXK4	OTHER	0.001050	0.998950	
Q8EXK5	OTHER	0.000292	0.999708	
Q8EXK9	OTHER	0.107352	0.892648	
Q8EXL0	OTHER	0.000784	0.999216	
Q8EXL1	OTHER	0.015445	0.984555	
Q8EXL2	SP(Sec/SPI)	0.565504	0.434496	CS pos: 23-24. SCS-LF. Pr: 0.1374
