SEQENCE ID                     TM SP PREDICTION
Q8F8E6                          0  0 o
Q8F8G3                          8  0 i96-116o132-150i162-185o197-215i352-372o384-405i693-710o716-734i
Q8F8G5                          0  0 i
Q8F8H7                         11  0 i21-38o44-61i68-86o92-109i121-139o170-192i201-220o262-280i301-324o344-373i394-425o
Q8F8K4                          0  0 o
Q8F8T8                          0  0 i
Q8F8Y6                          0  0 o
Q8F8Y7                          0  0 o
Q8F8Z0                          0  0 o
Q8F8Z3                          0  0 o
Q8F936                          0  0 o
Q8F950                          0  0 o
Q8F951                          0  0 o
Q8F952                          0  0 o
Q8F962                          9  0 o6-24i31-50o56-75i87-109o121-143i164-183o189-208i215-234o240-259i
Q8F963                          3  0 o6-23i35-53o59-82i
Q8F965                          0  0 o
Q8F983                          0  0 o
Q8F996                         15  0 o6-24i63-83o89-110i131-153o291-309i316-336o356-377i386-405o425-445i465-486o528-546i577-595o607-631i638-657o669-689i
Q8F999                          0  0 o
Q8F9A3                          0  0 o
Q8F9B4                          0  0 o
Q8F9D7                          0  0 o
Q8F9D9                          0  0 o
Q8F9F1                          5  0 o27-48i69-91o97-117i148-174o194-213i
Q8F9G6                          0  0 o
Q8F9H2                          0  0 o
Q8F9L6                          0  0 i
Q8F9N1                          0  0 o
Q8F9P1                          6  0 i63-80o100-120i174-197o203-222i294-311o317-337i
Q8F9P6                          0  0 o
Q8F9P7                          0  0 o
Q8F9Q7                          0  0 o
Q8F9Q8                          1  0 o6-28i
Q8F9R1                          0  0 o
Q8F9R4                          5  0 i9-29o69-88i100-119o125-147i168-187o
Q8F9R5                          0  0 o
Q8F9R6                          0  0 o
Q8F9S6                          0  0 o
Q8F9S9                         10  0 i7-28o34-52i59-77o83-99i119-145o157-179i191-209o215-235i242-260o272-293i
Q8F9T1                          0  0 o
Q8F9U1                          0  0 o
Q8F9X5                          0  0 o
Q8F9X6                          0  Y n24-35c40/41o
Q8F9Y0                          0  0 o
Q8F9Y3                          0  0 o
Q8F9Y5                          0  0 o
Q8F9Y6                          0  Y n6-17c22/23o
Q8F9Z1                          0  0 o
Q8F9Z7                          0  0 o
Q8F9Z9                          1  0 o20-45i
Q8FA02                          0  0 o
Q8FA04                          0  0 o
Q8FA11                          0  Y n14-22c27/28o
Q8FA29                          0  0 o
Q8FA32                          0  0 o
Q8FA33                          0  0 o
Q9XD08                          0  0 i
Q9XD10                          0  0 o
Q9XD11                          0  0 i
Q9XD12                          1  0 o15-34i
Q9XD13                          0  0 i
Q9XD14                          0  0 o
Q9XD17                          0  0 i
Q9XD18                          0  0 o
Q9XD20                          0  0 i
Q9XD21                          0  0 o
Q9XD22                          0  0 o
Q9XD23                          0  0 o
Q9XD24                          0  0 i
Q9XD25                          0  0 o
Q9XD26                          0  0 o
Q9XD27                          0  0 o
Q9XD28                          0  0 i
Q9XD29                          0  0 i
Q9XD30                          0  0 o
Q9XD31                          0  0 o
Q9XD32                          0  0 i
Q9XD33                          0  0 o
Q9XD34                          0  0 o
Q9XD35                          0  0 o
Q9XD36                          0  0 o
Q9XD37                          0  0 i
D4YVX4                          1  0 o31-59i
D4YVX5                          0  0 o
D4YVX6                          0  0 o
D4YVX7                          1  0 i12-35o
D4YVX8                          3  Y n7-15c20/21o30-47i59-82o88-108i
D4YVX9                          0  0 o
D4YVY0                          0  0 i
D4YVY1                          0  0 o
D4YVY2                          1  0 o29-48i
D4YVY3                          2  0 i9-26o32-54i
D4YVY4                          0  0 o
D4YVY5                          0  0 o
D4YVY6                          0  0 o
D4YVY7                          0  Y n18-29c34/35o
D4YVY8                          0  0 o
D4YVY9                          0  0 o
D4YVZ0                          0  0 i
D4YVZ1                          0  0 o
D4YVZ2                          0  0 i
D4YVZ3                          0  Y n6-16c20/21o
D4YVZ4                          0  0 o
D4YVZ5                          0  0 o
D4YVZ6                          0  0 o
D4YVZ7                          0  0 o
D4YVZ8                          0  0 o
D4YVZ9                          0  0 o
D4YW00                          0  0 o
D4YW01                          0  0 o
D4YW02                         11  Y n4-15c23/24o100-123i130-150o156-175i207-238o250-274i286-302o308-327i334-353o365-385i392-409o451-472i
D4YW03                          0  0 o
D4YW04                          0  0 o
D4YW05                          0  0 o
D4YW06                          4  0 i12-34o54-71i78-99o111-131i
D4YW07                          0  0 i
D4YW08                          0  0 o
D4YW09                          0  0 i
D4YW10                          0  0 o
D4YW11                          0  0 i
D4YW12                          0  0 o
D4YW13                          0  0 o
D4YW14                          0  0 o
D4YW15                          1  0 o6-28i
D4YW16                          0  0 o
D4YW17                          0  0 i
D4YW18                          0  0 o
D4YW19                          0  Y n10-17c22/23o
D4YW20                          0  0 o
D4YW22                          0  0 o
D4YW23                          0  0 o
D4YW24                          0  0 o
D4YW25                          0  0 o
D4YW26                          0  0 i
D4YW27                          0  0 o
D4YW28                          1  Y n4-15c20/21o210-227i
D4YW29                          1  0 o14-31i
D4YW30                          0  0 o
D4YW31                          0  0 o
D4YW32                          0  0 i
D4YW33                          0  0 o
D4YW34                          0  Y n6-17c24/25o
D4YW35                          1  0 i7-27o
D4YW36                          1  0 o12-30i
D4YW37                          0  0 o
D4YW38                          0  0 o
D4YW39                          0  0 o
D4YW40                          0  0 o
D4YW41                          0  0 i
D4YW42                          1  Y n8-19c27/28o120-140i
D4YW43                          1  0 i9-29o
D4YW44                          0  0 o
D4YW45                          0  0 o
D4YW46                          0  0 i
D4YW47                          0  0 o
D4YW48                          0  0 i
D4YW50                          1  0 i29-49o
D4YW52                          1  0 o70-89i
D5MNY1                          1  0 o236-262i
D5MNY2                          0  0 o
G1UB14                          0  0 o
G1UB16                          0  0 o
G1UB18                          2  0 i530-551o557-577i
G1UB21                          0  0 o
G1UB22                         13  0 o6-22i34-50o77-97i118-141o153-171i191-208o214-230i237-256o268-287i294-313o343-366i373-389o395-413i
G1UB23                          5  0 i12-37o49-67i79-99o105-126i236-260o
G1UB24                          0  0 o
G1UB25                          0  Y n5-15c20/21o
G1UB26                          0  0 o
G1UB29                          0  0 o
G1UB30                          0  Y n8-19c24/25o
G1UB31                          0  0 o
G1UB32                          0  Y n5-16c20/21o
G1UB33                          0  0 o
G1UB34                          0  0 o
G1UB35                          0  0 o
O34094                          0  Y n4-15c22/23o
P24086                          0  0 o
P41395                          1  0 i20-42o
Q7CM17                          1  0 o20-40i
Q7CM18                          0  0 o
Q7ZAN0                          0  0 o
Q8CLY2                          0  0 o
Q8CM73                          1  0 o248-271i
Q8CM74                          1  0 o248-271i
Q8CM77                          0  0 o
Q8CMI4                          0  0 i
Q8CVD7                          1  0 o6-25i
Q8CVD9                          0  0 o
Q8CVE2                          3  0 i38-55o100-120i141-160o
Q8CVE3                          0  0 o
Q8CVE4                          0  Y n4-14c22/23o
Q8CVE6                          1  0 i113-132o
Q8CVE7                          0  Y n4-12c20/21o
Q8CVE8                          0  Y n4-15c19/20o
Q8CVF0                          0  Y n3-14c19/20o
Q8CVF1                          0  Y n10-21c29/30o
Q8CVF2                          0  Y n9-20c24/25o
Q8CVF3                          0  Y n4-14c19/20o
Q8CXQ9                          0  0 o
Q8CXR0                          6  0 i34-53o73-91i103-122o128-152i161-184o190-206i
Q8CXR1                          0  0 o
Q8CXR3                          1  0 o6-22i
Q8CXR4                          0  0 o
Q8CXR5                          0  0 o
Q8CXR6                          0  Y n10-20c28/29o
Q8CXR7                          0  0 i
Q8CXR8                          0  0 o
Q8CXR9                          0  0 o
Q8CXS0                          0  0 o
Q8CXS2                          9  0 o16-36i48-71o77-99i106-130o150-167i188-207o213-232i244-265o271-293i
Q8CXS4                          0  Y n3-14c19/20o
Q8CXS5                          0  0 o
Q8CXS9                          1  0 i12-33o
Q8CXT0                          0  Y n4-14c19/20o
Q8CXT2                          0  0 o
Q8CXT3                          0  Y n14-22c27/28o
Q8CXT4                          0  0 o
Q8CXT6                         12  0 i12-32o286-309i316-337o343-364i384-407o419-443i475-493o769-787i794-814o820-842i854-874o886-913i
Q8CXT7                          8  0 i21-45o51-71i78-102o122-141i153-171o177-203i215-236o242-262i
Q8CXT9                          0  0 o
Q8CXU2                          0  0 o
Q8CXU3                          0  Y n6-17c22/23o
Q8CXU4                          0  Y n2-7c12/13o
Q8CXU5                          0  0 i
Q8CXU6                          0  Y n15-21c25/26o
Q8CXU7                          0  0 o
Q8CXU8                          0  Y n3-14c22/23o
Q8CXU9                          0  0 o
Q8EX50                          0  0 o
Q8EX51                          0  0 i
Q8EX52                          0  0 o
Q8EX53                          0  0 o
Q8EX54                          0  0 o
Q8EX55                          0  Y n13-23c28/29o
Q8EX56                          0  0 i
Q8EX58                         10  0 o12-30i37-53o59-77i86-107o119-141i161-186o332-353i374-394o420-438i458-477o
Q8EX59                          9  Y n5-16c20/21o80-100i120-135o141-161i173-200o230-251i263-283o289-308i315-337o349-379i
Q8EX61                          0  0 o
Q8EX64                          0  Y n4-15c20/21o
Q8EX65                          0  Y n7-18c23/24o
Q8EX67                          4  0 o6-31i52-71o91-111i123-145o
Q8EX69                          1  0 o248-271i
Q8EX71                          3  0 o20-49i61-82o127-148i
Q8EX72                          0  0 o
Q8EX73                          2  0 i63-87o99-118i
Q8EX74                          0  0 i
Q8EX75                          0  0 o
Q8EX77                          0  0 o
Q8EX79                          0  0 o
Q8EX80                          0  0 o
Q8EX82                          0  0 o
Q8EX83                          0  0 i
Q8EX85                          0  0 o
Q8EX86                          1  0 i156-176o
Q8EX89                          0  0 o
Q8EX91                          0  0 o
Q8EX92                          0  0 o
Q8EX93                          0  0 o
Q8EX94                          0  0 o
Q8EX95                          0  0 o
Q8EX96                          0  0 o
Q8EX98                          0  0 o
Q8EXA2                          0  0 o
Q8EXA5                          0  Y n5-16c23/24o
Q8EXA7                          4  0 i15-36o56-75i100-124o130-151i
Q8EXA9                          3  0 o34-64i76-96o124-151i
Q8EXB0                          0  0 i
Q8EXB2                          0  0 o
Q8EXB3                          0  0 o
Q8EXB4                          0  Y n2-9c16/17o
Q8EXB6                          0  Y n5-13c17/18o
Q8EXB8                          1  0 o248-271i
Q8EXC2                          0  0 o
Q8EXC4                          0  0 o
Q8EXC5                          0  0 o
Q8EXC6                          5  0 i40-62o82-105i117-134o140-161i173-189o
Q8EXC7                          1  0 o15-35i
Q8EXC8                          1  0 o145-168i
Q8EXD0                          1  0 i21-43o
Q8EXD1                          1  0 o20-39i
Q8EXD2                          3  0 o12-34i120-137o149-173i
Q8EXD3                          0  Y n16-27c32/33o
Q8EXD4                          1  0 o42-60i
Q8EXD5                          0  0 o
Q8EXD6                          0  Y n45-58c63/64o
Q8EXD7                          0  Y n6-17c29/30o
Q8EXD8                          0  0 o
Q8EXE0                          0  0 o
Q8EXE1                          5  0 o12-37i85-106o126-149i156-175o181-206i
Q8EXE2                          3  0 o6-27i39-60o80-99i
Q8EXE4                          7  Y n2-9c14/15o24-43i55-72o78-96i103-120o126-144i156-175o181-202i
Q8EXE5                          0  0 o
Q8EXE6                          0  0 o
Q8EXE7                          9  0 i12-30o36-58i70-94o100-123i135-157o169-186i193-214o226-250i283-306o
Q8EXE8                          0  0 o
Q8EXE9                          2  0 i12-32o38-56i
Q8EXF0                          0  Y n6-16c22/23o
Q8EXF1                          0  0 o
Q8EXF2                          0  0 o
Q8EXF5                          0  Y n7-15c23/24o
Q8EXF6                          0  Y n5-16c20/21o
Q8EXF8                         12  0 i16-35o55-75i82-102o108-129i141-161o167-189i220-242o254-272i284-304o310-332i344-369o381-398i
Q8EXG0                          0  Y n4-12c17/18o
Q8EXG2                          0  Y n4-15c21/22o
Q8EXG4                          0  Y n12-23c31/32o
Q8EXG7                         13  0 o6-25i37-56o76-94i115-140o146-164i171-191o223-243i255-277o307-331i352-372o378-402i409-429o435-452i
Q8EXG8                          0  0 o
Q8EXG9                          4  0 i7-33o59-76i88-106o112-133i
Q8EXH0                          0  Y n4-16c20/21o
Q8EXH4                          1  0 i20-38o
Q8EXH7                          0  0 o
Q8EXI0                          0  0 o
Q8EXI1                          0  0 i
Q8EXI4                          1  0 i21-42o
Q8EXI5                          1  0 i20-39o
Q8EXI6                          0  0 o
Q8EXI8                         14  0 o23-42i54-73o97-116i156-176o196-217i237-260o280-296i303-320o326-343i355-375o424-443i464-485o497-525i537-559o
Q8EXJ0                          9  0 o12-31i43-65o77-98i110-129o135-159i171-194o200-219i276-295o315-335i
Q8EXJ2                          1  Y n4-16c21/22o672-690i
Q8EXJ4                          3  0 o12-33i86-106o126-148i
Q8EXJ5                          1  0 i21-41o
Q8EXJ6                          0  0 o
Q8EXJ7                          0  Y n18-30c38/39o
Q8EXJ8                         11  0 i7-24o30-60i72-92o112-134i146-163o183-201i304-319o325-342i354-376o407-425i437-455o
Q8EXJ9                          1  0 o13-32i
Q8EXK0                          8  Y n8-18c23/24o47-64i76-93o113-135i147-167o311-339i359-382o412-429i441-460o
Q8EXK1                         11  0 i12-31o86-105i112-132o138-155i162-178o184-201i213-236o307-327i339-355o361-381i393-412o
Q8EXK3                          2  0 i34-58o81-102i
Q8EXK4                          0  0 o
Q8EXK5                         10  0 o36-54i120-138o144-161i168-184o211-235i242-262o329-347i354-380o425-444i456-475o
Q8EXK9                          1  0 i12-29o
Q8EXL0                          0  0 i
Q8EXL1                          1  0 i16-35o
Q8EXL2                          0  Y n6-16c21/22o
Q8EXL4                          0  Y n7-18c22/23o
Q8EXL6                          0  Y n14-24c29/30o
Q8EXL7                          0  Y n24-35c39/40o
Q8EXL9                          0  0 o
Q8EXM1                         12  0 i14-35o50-69i81-99o105-130i142-165o171-189i209-227o257-275i282-302o308-329i341-359o379-399i
Q8EXM2                          0  0 o
Q8EXM6                          1  0 i12-35o
Q8EXM7                          9  0 i16-34o121-145i165-190o196-221i233-253o303-320i332-350o356-373i380-404o
Q8EXN0                          0  Y n4-15c19/20o
Q8EXN1                          0  Y n23-33c38/39o
Q8EXN6                         16  0 i7-30o36-56i77-96o108-127i139-157o163-183i190-208o220-238i245-264o284-306i318-342o348-365i372-392o437-459i466-487o499-520i
Q8EXN7                          0  0 o
Q8EXN8                          4  0 i12-31o43-64i76-97o109-129i
Q8EXN9                          0  0 i
Q8EXP0                          1  0 o18-38i
Q8EXP3                          0  0 o
Q8EXP4                          0  0 i
Q8EXP5                          0  0 o
Q8EXP8                          0  0 o
Q8EXP9                          0  0 o
Q8EXQ0                          0  0 i
Q8EXQ1                          0  0 o
Q8EXQ2                          0  0 o
Q8EXQ5                          0  0 o
Q8EXQ9                          0  0 o
Q8EXR0                          2  0 i44-62o74-91i
Q8EXR1                          2  0 o58-77i97-118o
Q8EXR2                          0  0 o
Q8EXR4                          0  0 o
Q8EXR5                          1  0 i74-95o
Q8EXR6                          2  0 i28-49o108-127i
Q8EXR7                          0  Y n5-15c21/22o
Q8EXR9                          2  0 i7-29o169-192i
Q8EXS0                          1  0 o6-28i
Q8EXS1                          2  Y n4-15c20/21o222-241i280-306o
Q8EXS2                          0  0 o
Q8EXS4                          0  0 o
Q8EXS5                          0  0 o
Q8EXS7                          7  0 o13-33i40-57o69-93i105-123o135-157i169-191o197-217i
Q8EXS8                          7  0 o20-40i52-70o82-107i119-140o146-163i170-187o199-217i
Q8EXT1                          0  Y n5-16c21/22o
Q8EXT2                          5  0 i94-111o149-171i269-287o299-327i378-398o
Q8EXT4                          0  0 o
Q8EXT6                          0  0 o
Q8EXT7                          1  0 o235-254i
Q8EXT8                          0  0 o
Q8EXT9                          4  0 o6-30i42-65o71-93i102-119o
Q8EXU0                          7  Y n4-16c20/21o201-222i229-246o266-286i293-310o322-338i350-373o379-400i
Q8EXU2                          0  0 o
Q8EXU4                          0  Y n6-13c21/22o
Q8EXU5                          1  0 o444-460i
Q8EXU7                          0  Y n6-17c22/23o
Q8EXU8                          0  0 o
Q8EXV0                          0  0 o
Q8EXV2                          0  0 o
Q8EXV3                          0  0 o
Q8EXV4                          0  0 o
Q8EXV8                          0  0 i
Q8EXW0                          0  Y n5-16c22/23o
Q8EXW1                          0  0 o
Q8EXW3                          2  0 i42-60o612-635i
Q8EXW4                          0  0 o
Q8EXW5                          4  0 i12-29o49-67i74-95o101-120i
Q8EXW6                          0  0 o
Q8EXW7                          0  0 o
Q8EXW8                          0  0 o
Q8EXW9                          0  0 o
Q8EXX0                          3  0 o28-52i72-91o97-119i
Q8EXX2                          0  0 o
Q8EXX7                         10  0 o31-48i55-74o80-98i110-128o140-165i177-199o234-250i271-289o295-315i354-372o
Q8EXX9                          1  0 i80-102o
Q8EXY0                          0  0 i
Q8EXY1                          7  0 i12-32o83-102i123-150o156-188i209-231o243-264i271-291o
Q8EXY3                          0  0 o
Q8EXY4                          0  0 o
Q8EXY5                          0  0 o
Q8EXY6                          0  0 i
Q8EXY7                          0  Y n6-14c19/20o
Q8EXY8                          0  0 o
Q8EXY9                          3  Y n3-14c18/19o42-61i128-145o151-175i
Q8EXZ1                          0  0 o
Q8EXZ2                          0  0 o
Q8EXZ4                          0  0 o
Q8EXZ5                          0  0 i
Q8EXZ6                          0  Y n15-22c29/30o
Q8EXZ7                          2  0 i7-29o136-155i
Q8EXZ8                          1  0 i12-30o
Q8EY00                          2  Y n4-13c18/19o429-451i458-474o
Q8EY01                          0  Y n10-20c24/25o
Q8EY02                          2  0 o27-46i285-304o
Q8EY03                          2  0 o6-23i289-311o
Q8EY04                          1  Y n7-18c22/23o142-164i
Q8EY05                          0  0 o
Q8EY06                          0  0 o
Q8EY07                          1  0 o15-32i
Q8EY09                          1  0 o248-271i
Q8EY10                          0  Y n4-13c18/19o
Q8EY12                          0  0 i
Q8EY13                          1  0 o6-25i
Q8EY14                          0  0 o
Q8EY15                          0  0 o
Q8EY16                          0  0 o
Q8EY17                          0  0 o
Q8EY18                          1  0 o6-24i
Q8EY20                          0  Y n5-14c19/20o
Q8EY23                          0  0 o
Q8EY25                          0  0 o
Q8EY27                         11  0 o6-28i49-67o79-102i114-134o154-172i184-205o217-236i256-278o284-301i313-338o350-373i
Q8EY29                          0  0 o
Q8EY30                          0  0 o
Q8EY31                          0  0 o
Q8EY32                          1  0 i21-40o
Q8EY34                          0  0 o
Q8EY35                          1  0 o248-271i
Q8EY39                          0  Y n13-24c29/30o
Q8EY47                          0  0 o
Q8EY50                          0  0 o
Q8EY56                          0  0 o
Q8EY57                          0  0 o
Q8EY63                          1  0 o35-53i
Q8EY68                          0  Y n6-19c24/25o
Q8EY70                          0  0 o
Q8EY72                          8  0 o20-39i51-71o83-100i112-141o147-165i177-201o213-229i241-267o
Q8EY74                          0  0 o
Q8EY75                          0  0 o
Q8EY76                          1  0 i61-81o
Q8EY77                          0  0 o
Q8EY80                          1  0 i14-33o
Q8EY81                          0  Y n6-16c21/22o
Q8EY82                          0  Y n9-20c26/27o
Q8EY87                          0  0 o
Q8EY89                          0  0 o
Q8EY90                          0  0 o
Q8EY91                          0  0 o
Q8EY92                          1  0 i23-40o
Q8EY95                          0  0 i
Q8EY96                          2  Y n7-18c23/24o69-92i99-123o
Q8EY97                          0  Y n7-18c24/25o
Q8EY98                          1  0 o6-25i
Q8EYA1                          3  0 o38-61i73-91o103-124i
Q8EYA2                          5  0 i25-44o50-79i100-122o128-145i152-174o
Q8EYA4                          0  0 o
Q8EYA5                          1  0 i7-23o
Q8EYA6                          0  0 o
Q8EYA7                          0  0 o
Q8EYA8                          0  0 o
Q8EYB1                          0  Y n8-18c22/23o
Q8EYB2                          0  0 o
Q8EYB6                          0  0 o
Q8EYB7                          0  0 o
Q8EYB8                          0  0 o
Q8EYB9                          0  0 o
Q8EYC2                          0  0 o
Q8EYC3                          0  Y n4-15c22/23o
Q8EYC4                          0  Y n10-20c25/26o
Q8EYC5                          0  Y n6-17c22/23o
Q8EYC7                          6  0 i21-40o168-191i211-234o246-268i280-299o332-352i
Q8EYC8                          0  0 o
Q8EYC9                          0  0 o
Q8EYD0                          0  0 o
Q8EYD1                          0  Y n6-15c20/21o
Q8EYD4                          0  0 o
Q8EYD6                          2  0 i83-107o127-144i
Q8EYD7                          2  0 i21-44o231-247i
Q8EYD8                          0  0 o
Q8EYD9                          0  0 o
Q8EYE0                         12  0 o6-25i32-50o56-76i88-111o131-156i168-184o204-222i229-247o253-277i298-318o333-359i380-398o
Q8EYE1                          7  0 o6-21i26-42o54-75i87-109o121-138i145-163o169-189i
Q8EYE2                          8  0 o12-28i63-84o90-107i127-148o154-176i214-230o242-264i271-292o
Q8EYE3                         14  Y n3-14c19/20o35-55i62-81o87-102i114-133o139-161i173-193o199-218i230-251o266-291i312-334o354-380i400-424o436-459i535-556o
Q8EYE4                          0  Y n12-23c31/32o
Q8EYE6                         10  0 o15-33i40-55o67-86i98-120o126-148i168-189o201-219i231-252o264-282i294-318o
Q8EYE8                          7  Y n11-22c27/28o194-212i219-239o259-277i289-307o313-330i342-360o372-394i
Q8EYE9                          1  0 o6-30i
Q8EYF3                          2  0 o12-34i220-238o
Q8EYF4                          0  Y n15-26c31/32o
Q8EYF5                          1  0 o253-274i
Q8EYF7                          0  0 o
Q8EYF8                          0  0 o
Q8EYF9                          0  0 o
Q8EYG3                          0  0 o
Q8EYG4                          0  0 o
Q8EYG7                          6  0 i21-39o45-65i77-96o108-124i129-150o170-188i
Q8EYG8                          0  Y n10-19c27/28o
Q8EYH0                          0  0 i
Q8EYH1                          6  0 i21-42o48-69i81-102o114-133i140-161o181-202i
Q8EYH5                          0  Y n5-16c22/23o
Q8EYH7                          0  0 o
Q8EYH8                          4  0 i33-52o58-76i236-266o278-295i
Q8EYH9                          0  0 o
Q8EYI1                          3  Y n9-19c24/25o60-84i96-115o121-138i
Q8EYI2                          1  0 i21-48o
Q8EYI3                          0  0 o
Q8EYI4                          0  0 o
Q8EYI5                          6  0 i21-40o146-171i183-202o208-225i260-289o309-331i
Q8EYI6                          6  0 i9-30o108-131i143-169o203-222i258-283o303-329i
Q8EYI7                          0  Y n18-29c33/34o
Q8EYI8                          9  0 i17-36o48-70i82-102o122-139i159-179o199-220i232-250o256-273i280-299o
Q8EYJ0                          0  0 o
Q8EYJ8                          0  0 o
Q8EYJ9                          0  Y n11-21c27/28o
Q8EYK0                          7  0 o34-58i117-135o155-177i198-218o230-247i254-271o277-297i
Q8EYK1                          2  0 i125-143o155-176i
Q8EYK3                          9  0 i17-39o80-100i215-233o253-274i294-321o341-363i375-394o400-421i433-450o
Q8EYK4                          0  Y n14-24c32/33o
Q8EYK5                          0  0 o
Q8EYK6                          0  Y n6-17c25/26o
Q8EYL0                          0  0 i
Q8EYL1                          0  Y n9-17c25/26o
Q8EYL3                          0  Y n11-22c28/29o
Q8EYL4                          0  0 o
Q8EYL5                          0  Y n6-17c22/23o
Q8EYL7                          0  Y n3-14c21/22o
Q8EYL8                          0  0 o
Q8EYM2                          0  0 o
Q8EYM4                          0  0 o
Q8EYM5                          0  0 o
Q8EYM6                          0  0 o
Q8EYM8                          0  0 o
Q8EYM9                          0  0 o
Q8EYN0                          0  Y n7-17c21/22o
Q8EYN1                          0  Y n6-16c20/21o
Q8EYN2                          0  0 i
Q8EYN3                          0  0 o
Q8EYN4                          2  0 i7-30o50-71i
Q8EYN5                          0  0 o
Q8EYN6                          1  0 o13-31i
Q8EYN7                          0  0 o
Q8EYN9                          1  0 i224-241o
Q8EYP0                          0  0 o
Q8EYP1                          3  0 o12-30i42-66o86-117i
Q8EYP3                          0  0 o
Q8EYP9                          0  0 o
Q8EYQ2                          0  0 o
Q8EYQ3                          0  0 o
Q8EYQ4                          0  0 o
Q8EYQ5                          0  0 i
Q8EYQ6                          0  0 o
Q8EYQ7                          0  0 o
Q8EYQ8                          7  0 o20-42i54-75o102-125i132-155o167-187i194-212o218-235i
Q8EYQ9                          6  0 i5-22o34-53i65-84o104-122i143-164o640-662i
Q8EYR0                          0  Y n5-16c21/22o
Q8EYR1                          5  0 i47-67o79-100i121-140o146-164i176-200o
Q8EYR2                          0  0 o
Q8EYR4                          0  0 o
Q8EYR5                          0  0 o
Q8EYR7                          0  0 o
Q8EYR8                          0  Y n6-17c21/22o
Q8EYR9                          0  0 i
Q8EYS0                          0  Y n8-19c24/25o
Q8EYS1                          0  Y n17-27c32/33o
Q8EYS3                          4  0 i12-34o54-74i86-111o117-139i
Q8EYS4                          0  0 o
Q8EYS5                          0  0 o
Q8EYS6                          0  0 o
Q8EYS8                          0  Y n13-21c26/27o
Q8EYT0                          0  0 o
Q8EYT2                          0  Y n7-18c22/23o
Q8EYT3                          2  0 i12-33o45-65i
Q8EYT4                          1  0 i21-41o
Q8EYT5                          0  Y n8-16c20/21o
Q8EYT9                          1  0 i12-30o
Q8EYU0                          0  Y n10-17c24/25o
Q8EYU1                          0  0 o
Q8EYU2                          1  0 i38-58o
Q8EYU3                          1  0 o33-61i
Q8EYU6                          0  0 o
Q8EYU8                          0  0 o
Q8EYU9                          0  0 o
Q8EYV0                          0  0 o
Q8EYV3                          0  0 i
Q8EYV4                          0  0 o
Q8EYV5                          1  0 i20-39o
Q8EYV6                          8  Y n4-23c27/28o106-125i130-149o155-175i187-204o210-235i247-266o281-304i316-335o
Q8EYV7                          2  0 i26-50o62-82i
Q8EYW3                          1  Y n8-19c27/28o107-124i
Q8EYW4                          2  0 i52-71o83-105i
Q8EYW5                          0  0 o
Q8EYW6                          3  0 o33-58i79-100o106-126i
Q8EYW7                          0  0 i
Q8EYX0                          0  0 o
Q8EYX1                          0  0 o
Q8EYX4                          0  0 o
Q8EYX5                          0  0 o
Q8EYX6                          0  Y n13-23c27/28o
Q8EYX7                          0  0 o
Q8EYX8                          0  Y n8-18c23/24o
Q8EYX9                          0  Y n15-26c30/31o
Q8EYY0                          1  0 o6-25i
Q8EYY1                          0  Y n5-15c20/21o
Q8EYY2                          0  0 i
Q8EYY6                          0  0 o
Q8EYY9                          0  Y n8-21c26/27o
Q8EYZ1                          1  0 i12-33o
Q8EYZ2                          0  0 o
Q8EYZ3                          1  0 i175-193o
Q8EYZ5                          1  0 i12-34o
Q8EYZ6                          0  0 o
Q8EYZ7                          0  0 o
Q8EYZ9                          5  Y n6-14c18/19o28-44i49-66o72-88i95-117o137-159i
Q8EZ02                          0  Y n9-20c26/27o
Q8EZ05                          0  0 o
Q8EZ06                          9  0 i24-45o51-72i84-103o115-136i156-174o180-201i222-241o247-266i278-299o
Q8EZ08                          0  0 i
Q8EZ09                          0  0 o
Q8EZ10                          0  Y n12-22c26/27o
Q8EZ15                          0  Y n11-20c25/26o
Q8EZ17                          0  0 o
Q8EZ19                          0  0 o
Q8EZ22                          1  0 o20-41i
Q8EZ27                          0  0 o
Q8EZ29                          0  Y n28-38c45/46o
Q8EZ31                          1  0 o20-39i
Q8EZ34                          4  0 o6-26i104-123o129-150i162-184o
Q8EZ35                          0  0 o
Q8EZ36                          0  Y n6-17c26/27o
Q8EZ38                          0  0 o
Q8EZ39                          7  0 o18-39i51-70o76-103i115-135o147-167i204-228o240-260i
Q8EZ41                          0  0 o
Q8EZ42                          0  0 o
Q8EZ44                          1  0 o6-25i
Q8EZ46                          0  0 o
Q8EZ48                          6  0 i26-50o56-73i93-112o124-147i159-181o187-206i
Q8EZ50                          0  Y n6-18c23/24o
Q8EZ51                          3  0 i27-47o67-87i120-140o
Q8EZ52                          0  0 o
Q8EZ54                          6  0 i7-27o47-69i81-107o130-151i163-183o189-211i
Q8EZ56                          0  0 o
Q8EZ59                          0  0 o
Q8EZ64                          0  0 o
Q8EZ65                          0  0 o
Q8EZ67                          0  0 o
Q8EZ68                          0  0 o
Q8EZ70                         11  0 o24-41i53-79o85-106i127-147o153-176i188-205o211-229i241-259o265-289i301-324o330-349i
Q8EZ71                          0  0 i
Q8EZ72                          7  Y n15-23c28/29o184-204i211-234o246-267i279-299o305-324i336-357o363-383i
Q8EZ74                          0  0 o
Q8EZ76                          0  0 o
Q8EZ78                          0  0 i
Q8EZ79                          0  0 o
Q8EZ80                          0  0 o
